state,action,q_value,last_action,debug
"('A', 'Q')_-8.0_8_1",take_discard_0,0.010000000000000002,g_53_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'A', 'Q')_-4.5_4_2",take_discard_1,0.010000000000000002,g_53_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', '8', 'A', 'Q')_0.0_J_3",take_discard_2,0.010000000000000002,g_53_r_3: Q-learning agent took from discard and placed at position 3,{}
"('7', 'J')_-1.0_A_1",take_discard_0,0.010000000000000002,g_54_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'A', 'J')_-11.0_10_2",take_discard_1,0.010000000000000002,g_54_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '7', 'A', 'J')_0.5_A_3",take_discard_2,0.010000000000000002,g_54_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', 'A', 'A', 'J')_-8.5_8_4",draw_deck_flip_3,0.010000000000000002,"g_54_r_4: Q-learning agent drew from deck, discarded it, and flipped position 4",{}
"('7', '8')_-2.0_2_1",take_discard_0,0.010000000000000002,g_55_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '7', '8')_-9.0_9_2",take_discard_1,0.010000000000000002,g_55_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '7', '8', '9')_-0.5_4_3",take_discard_2,0.010000000000000002,g_55_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'J')_-10.0_Q_1",take_discard_0,0.010000000000000002,g_56_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J', 'J', 'Q')_-8.5_8_3",take_discard_2,0.010000000000000002,g_56_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'J', 'Q')_-10.5_10_2",draw_deck_flip_1,0.010000000000000002,"g_56_r_2: Q-learning agent drew from deck, discarded it, and flipped position 2",{}
"('2', '3')_-1.0_3_1",take_discard_0,0.010000000000000002,g_57_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3', '3')_-13.0_Q_2",take_discard_1,0.010000000000000002,g_57_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '3', 'Q')_-11.5_8_3",take_discard_2,0.010000000000000002,g_57_r_3: Q-learning agent took from discard and placed at position 3,{}
"('A', 'Q')_0.0_A_1",take_discard_0,0.010000000000000002,g_58_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'A', 'Q')_-3.0_2_2",take_discard_1,0.010000000000000002,g_58_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', 'A', 'A', 'Q')_-9.0_8_3",take_discard_2,0.010000000000000002,g_58_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5')_-6.0_8_1",take_discard_0,0.010000000000000002,g_59_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5', '8')_-5.0_6_2",take_discard_1,0.010000000000000002,g_59_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '6', '8')_-1.0_2_3",take_discard_2,0.010000000000000002,g_59_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'J')_-2.0_2_1",take_discard_0,0.010000000000000002,g_60_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5', 'J')_-8.0_8_2",take_discard_1,0.010000000000000002,g_60_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', '8', 'J')_-0.5_J_3",take_discard_2,0.010000000000000002,g_60_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', 'A')_-7.0_7_1",take_discard_0,0.010000000000000002,g_61_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '7', 'A')_6.5_7_2",take_discard_1,0.010000000000000002,g_61_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '7', '7', 'A')_1.0_J_3",take_discard_2,0.010000000000000002,g_61_r_3: Q-learning agent took from discard and placed at position 3,{}
"('8', '8')_-10.0_Q_1",take_discard_0,0.010000000000000002,g_62_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', '8', 'Q')_-3.5_5_2",take_discard_1,0.010000000000000002,g_62_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '8', '8', 'Q')_-6.5_10_3",take_discard_2,0.010000000000000002,g_62_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'K')_1.0_3_1",take_discard_0,0.010000000000000002,g_63_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5', 'K')_-6.5_10_2",take_discard_1,0.010000000000000002,g_63_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '5', 'K')_-7.5_K_3",take_discard_3,0.010000000000000002,g_63_r_3: Q-learning agent took from discard and placed at position 4,{}
"('10', '9')_1.0_J_1",take_discard_0,0.010000000000000002,g_64_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '9', 'J')_4.5_A_2",take_discard_1,0.010000000000000002,g_64_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '9', 'A', 'J')_-4.5_K_3",take_discard_2,0.010000000000000002,g_64_r_3: Q-learning agent took from discard and placed at position 3,{}
"('9', 'J')_-10.0_Q_1",take_discard_0,0.010000000000000002,g_65_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'J', 'Q')_-3.5_3_2",take_discard_1,0.010000000000000002,g_65_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '9', 'J', 'Q')_-7.0_6_3",take_discard_2,0.010000000000000002,g_65_r_3: Q-learning agent took from discard and placed at position 3,{}
"('7', 'J')_-10.0_K_1",take_discard_0,0.010000000000000002,g_66_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'J', 'K')_-6.5_6_2",take_discard_1,0.010000000000000002,g_66_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', '7', 'J', 'K')_-11.0_Q_3",take_discard_2,0.010000000000000002,g_66_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', 'J')_-6.0_6_1",take_discard_0,0.010000000000000002,g_67_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '4', '6')_-4.5_7_3",take_discard_1,0.010000000000000002,g_67_r_3: Q-learning agent took from discard and placed at position 2,{}
"('4', '6', 'J')_-2.5_2_2",take_discard_2,0.010000000000000002,g_67_r_2: Q-learning agent took from discard and placed at position 3,{}
"('8', 'Q')_-6.0_6_1",take_discard_0,0.010000000000000002,g_68_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '8', 'Q')_-5.5_K_2",take_discard_1,0.010000000000000002,g_68_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', '8', 'K', 'Q')_-7.0_Q_3",take_discard_2,0.010000000000000002,g_68_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5')_-7.0_8_1",take_discard_0,0.010000000000000002,g_69_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5', '8', 'J')_1.0_A_3",take_discard_2,0.010000000000000002,g_69_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '8')_0.5_J_2",take_discard_1,0.010000000000000002,g_69_r_2: Q-learning agent took from discard and placed at position 2,{}
"('K', 'K')_-4.0_4_1",take_discard_0,0.010000000000000002,g_70_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', 'K', 'K')_-2.5_2_2",take_discard_1,0.010000000000000002,g_70_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '4', 'K', 'K')_-3.0_8_3",take_discard_2,0.010000000000000002,g_70_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '8')_-1.0_3_1",take_discard_0,0.010000000000000002,g_71_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '3', '8')_-8.5_K_2",take_discard_1,0.010000000000000002,g_71_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '8', 'K')_-4.5_8_3",take_discard_2,0.010000000000000002,g_71_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '6')_-3.0_7_1",take_discard_0,0.010000000000000002,g_72_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '6', '7')_-6.0_9_2",take_discard_1,0.010000000000000002,g_72_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', '7', '9')_9.5_7_3",take_discard_2,0.010000000000000002,g_72_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '8')_-7.0_K_1",take_discard_0,0.010000000000000002,g_73_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8', 'K')_-3.5_6_2",take_discard_1,0.010000000000000002,g_73_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', '8', 'K')_-1.0_3_3",draw_deck_3,0.010000000000000002,g_73_r_3: Q-learning agent drew from deck and kept at position 4,{}
"('A', 'Q')_-8.0_9_1",take_discard_0,0.010000000000000002,g_74_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'A', 'Q')_-12.0_3_2",take_discard_1,0.010000000000000002,g_74_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '9', 'A', 'Q')_-9.5_K_3",take_discard_2,0.010000000000000002,g_74_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '7')_0.0_3_1",take_discard_0,0.010000000000000002,g_75_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5', '7')_3.0_J_2",take_discard_1,0.010000000000000002,g_75_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7', 'J')_3.5_J_3",take_discard_2,0.010000000000000002,g_75_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '4')_-1.0_A_1",take_discard_0,0.010000000000000002,g_76_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4', 'A')_-1.5_4_2",take_discard_1,0.010000000000000002,g_76_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', '4', 'A')_-14.0_K_3",take_discard_2,0.010000000000000002,g_76_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '8')_0.0_4_1",take_discard_0,0.010000000000000002,g_77_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5', '8')_2.5_A_2",take_discard_1,0.010000000000000002,g_77_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', '5', '8', 'A')_-4.0_7_3",take_discard_2,0.010000000000000002,g_77_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '2')_0.0_J_1",take_discard_0,0.010000000000000002,g_78_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2', 'J')_-10.0_10_2",take_discard_1,0.010000000000000002,g_78_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '10', '2', 'J')_-10.0_J_3",take_discard_2,0.010000000000000002,g_78_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '4')_0.5_2_1",take_discard_0,0.010000000000000002,g_79_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2', '4')_-7.5_K_2",take_discard_1,0.010000000000000002,g_79_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', '4', 'K')_-1.0_3_3",take_discard_2,0.010000000000000002,g_79_r_3: Q-learning agent took from discard and placed at position 3,{}
"('K', 'Q')_-7.0_8_1",take_discard_0,0.010000000000000002,g_80_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'K', 'Q')_1.0_2_2",take_discard_1,0.010000000000000002,g_80_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '8', 'K', 'Q')_4.5_J_3",take_discard_2,0.010000000000000002,g_80_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '7', '7', 'J')_-10.0_10_3",take_discard_2,0.010000000000000002,g_81_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '7', 'J')_6.5_7_2",take_discard_0,0.010000000000000002,g_81_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', 'A')_0.0_A_2",take_discard_0,0.010000000000000002,g_82_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', 'A')_-7.0_8_1",draw_deck_flip_3,0.010000000000000002,"g_82_r_1: Q-learning agent drew from deck, discarded it, and flipped position 4",{}
"('3', 'A', 'A')_0.0_A_3",take_discard_2,0.010000000000000002,g_82_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '6')_1.0_2_1",take_discard_0,0.010000000000000002,g_83_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '4', '6')_-5.0_8_2",take_discard_1,0.010000000000000002,g_83_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '4', '6', '8')_-7.5_K_3",take_discard_2,0.010000000000000002,g_83_r_3: Q-learning agent took from discard and placed at position 3,{}
"('6', 'K')_-6.0_K_1",take_discard_0,0.010000000000000002,g_84_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'K', 'K')_-15.0_5_2",take_discard_1,0.010000000000000002,g_84_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', 'K', 'K')_-14.0_4_3",take_discard_2,0.010000000000000002,g_84_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '7')_-3.0_3_1",take_discard_0,0.010000000000000002,g_85_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '3', '7')_-3.0_J_2",take_discard_1,0.010000000000000002,g_85_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '3', '7', 'J')_-5.0_2_3",take_discard_2,0.010000000000000002,g_85_r_3: Q-learning agent took from discard and placed at position 3,{}
"('6', 'J')_-10.0_10_1",take_discard_0,0.010000000000000002,g_86_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '6', 'J')_-10.5_K_2",take_discard_1,0.010000000000000002,g_86_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', 'J', 'K')_9.0_10_3",take_discard_2,0.010000000000000002,g_86_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '5')_-3.5_6_1",take_discard_0,0.010000000000000002,g_87_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5', '5', '6')_-7.0_2_3",take_discard_2,0.010000000000000002,g_87_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '5', '6')_-3.0_5_2",take_discard_1,0.010000000000000002,g_87_r_2: Q-learning agent took from discard and placed at position 2,{}
"('9', 'K')_-6.0_7_1",take_discard_0,0.010000000000000002,g_88_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '7', '9')_-7.5_K_3",take_discard_1,0.010000000000000002,g_88_r_3: Q-learning agent took from discard and placed at position 2,{}
"('7', '9', 'K')_-2.5_6_2",draw_deck_3,0.010000000000000002,g_88_r_2: Q-learning agent drew from deck and kept at position 4,{}
"('J', 'K')_-9.0_9_1",take_discard_0,0.010000000000000002,g_89_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '9', 'J', 'K')_-4.5_4_3",take_discard_2,0.010000000000000002,g_89_r_3: Q-learning agent took from discard and placed at position 3,{}
"('9', 'J', 'K')_-3.5_3_2",draw_deck_flip_1,0.010000000000000002,"g_89_r_2: Q-learning agent drew from deck, discarded it, and flipped position 2",{}
"('3', 'Q')_-1.0_A_1",take_discard_0,0.010000000000000002,g_90_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', 'A', 'Q')_-6.0_6_2",take_discard_1,0.010000000000000002,g_90_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '6', 'A', 'Q')_2.0_J_3",take_discard_2,0.010000000000000002,g_90_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '8', 'J')_-1.5_A_3",take_discard_1,0.010000000000000002,g_91_r_3: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J')_-10.5_Q_2",draw_deck_flip_0,0.010000000000000002,"g_91_r_2: Q-learning agent drew from deck, discarded it, and flipped position 1",{}
"('J', 'Q')_-1.0_A_1",draw_deck_2,0.010000000000000002,g_91_r_1: Q-learning agent drew from deck and kept at position 3,{}
"('4', '5')_-2.0_5_1",take_discard_0,0.010000000000000002,g_92_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5', '5')_-13.0_8_2",take_discard_1,0.010000000000000002,g_92_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', '5', '5', '8')_-15.0_K_3",take_discard_2,0.010000000000000002,g_92_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', 'A')_-1.0_2_1",take_discard_0,0.010000000000000002,g_93_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2', 'A')_-7.5_8_2",take_discard_1,0.010000000000000002,g_93_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', '8', 'A')_-6.0_6_3",take_discard_2,0.010000000000000002,g_93_r_3: Q-learning agent took from discard and placed at position 3,{}
"('7', '9')_-4.5_7_1",take_discard_0,0.010000000000000002,g_94_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', '7', '8')_-16.0_9_3",take_discard_1,0.010000000000000002,g_94_r_3: Q-learning agent took from discard and placed at position 2,{}
"('7', '7', '9')_-12.0_5_2",draw_deck_3,0.010000000000000002,g_94_r_2: Q-learning agent drew from deck and kept at position 4,{}
"('2', '5')_-5.0_7_1",take_discard_0,0.010000000000000002,g_95_r_1: Q-learning agent took from discard and placed at position 1,{}
